id,nombre,ambito_gobierno,poder_gobierno,sistema3,entidad_nombre
2857,MUNICIPIO DE AHUALULCO DEL SONIDO 13,Municipal,Municipal,,San Luis Potosí
2858,MUNICIPIO DE ALAQUINES,Municipal,Municipal,,San Luis Potosí
2859,MUNICIPIO DE AQUISMóN,Municipal,Municipal,,San Luis Potosí
2860,MUNICIPIO DE ARMADILLO DE LOS INFANTE,Municipal,Municipal,,San Luis Potosí
2861,MUNICIPIO DE CáRDENAS,Municipal,Municipal,,San Luis Potosí
2862,MUNICIPIO DE REAL DE CATORCE,Municipal,Municipal,,San Luis Potosí
2863,MUNICIPIO DE CEDRAL,Municipal,Municipal,,San Luis Potosí
2864,MUNICIPIO DE CERRITOS,Municipal,Municipal,,San Luis Potosí
2865,MUNICIPIO DE CERRO DE SAN PEDRO,Municipal,Municipal,,San Luis Potosí
2866,MUNICIPIO DE CIUDAD DEL MAíZ,Municipal,Municipal,,San Luis Potosí
2867,MUNICIPIO DE CIUDAD FERNáNDEZ,Municipal,Municipal,,San Luis Potosí
2868,MUNICIPIO DE TANCANHUITZ,Municipal,Municipal,,San Luis Potosí
2869,MUNICIPIO DE CIUDAD VALLES,Municipal,Municipal,,San Luis Potosí
2870,MUNICIPIO DE COXCATLáN,Municipal,Municipal,,San Luis Potosí
2871,MUNICIPIO DE CHARCAS,Municipal,Municipal,,San Luis Potosí
2872,MUNICIPIO DE EBANO,Municipal,Municipal,,San Luis Potosí
2873,MUNICIPIO DE GUADALCáZAR,Municipal,Municipal,,San Luis Potosí
2874,MUNICIPIO DE HUEHUETLáN,Municipal,Municipal,,San Luis Potosí
2875,MUNICIPIO DE LAGUNILLAS,Municipal,Municipal,,San Luis Potosí
2876,MUNICIPIO DE MATEHUALA,Municipal,Municipal,,San Luis Potosí
2877,MUNICIPIO DE MEXQUITIC DE CARMONA,Municipal,Municipal,,San Luis Potosí
2878,MUNICIPIO DE MOCTEZUMA,Municipal,Municipal,,San Luis Potosí
2879,MUNICIPIO DE RAYóN,Municipal,Municipal,,San Luis Potosí
2880,MUNICIPIO DE RIOVERDE,Municipal,Municipal,,San Luis Potosí
2881,MUNICIPIO DE SALINAS DE HIDALGO,Municipal,Municipal,,San Luis Potosí
2882,MUNICIPIO DE SAN ANTONIO,Municipal,Municipal,,San Luis Potosí
2883,MUNICIPIO DE SAN CIRO DE ACOSTA,Municipal,Municipal,,San Luis Potosí
2884,MUNICIPIO DE SAN LUIS POTOSí,Municipal,Municipal,,San Luis Potosí
2885,MUNICIPIO DE SAN MARTíN CHALCHICUAUTLA,Municipal,Municipal,,San Luis Potosí
2886,MUNICIPIO DE SAN NICOLáS TOLENTINO,Municipal,Municipal,,San Luis Potosí
2887,MUNICIPIO DE SANTA CATARINA,Municipal,Municipal,,San Luis Potosí
2888,MUNICIPIO DE SANTA MARíA DEL RíO,Municipal,Municipal,,San Luis Potosí
2889,MUNICIPIO DE SANTO DOMINGO,Municipal,Municipal,,San Luis Potosí
2890,MUNICIPIO DE SAN VICENTE TANCUAYALAB,Municipal,Municipal,,San Luis Potosí
2891,MUNICIPIO DE SOLEDAD DE GRACIANO SáNCHEZ,Municipal,Municipal,,San Luis Potosí
2892,MUNICIPIO DE TAMASOPO,Municipal,Municipal,,San Luis Potosí
2893,MUNICIPIO DE TAMAZUNCHALE,Municipal,Municipal,,San Luis Potosí
2894,MUNICIPIO DE TAMPACáN,Municipal,Municipal,,San Luis Potosí
2895,MUNICIPIO DE TAMPAMOLóN CORONA,Municipal,Municipal,,San Luis Potosí
2896,MUNICIPIO DE TAMUíN,Municipal,Municipal,,San Luis Potosí
2897,MUNICIPIO DE TANLAJáS,Municipal,Municipal,,San Luis Potosí
2898,MUNICIPIO DE TANQUIáN DE ESCOBEDO,Municipal,Municipal,,San Luis Potosí
2899,MUNICIPIO DE TIERRA NUEVA,Municipal,Municipal,,San Luis Potosí
2900,MUNICIPIO DE VANEGAS,Municipal,Municipal,,San Luis Potosí
2901,MUNICIPIO DE VENADO,Municipal,Municipal,,San Luis Potosí
2902,MUNICIPIO DE VILLA DE ARRIAGA,Municipal,Municipal,,San Luis Potosí
2903,MUNICIPIO DE VILLA DE GUADALUPE,Municipal,Municipal,,San Luis Potosí
2904,MUNICIPIO DE VILLA DE LA PAZ,Municipal,Municipal,,San Luis Potosí
2905,MUNICIPIO DE VILLA DE RAMOS,Municipal,Municipal,,San Luis Potosí
2906,MUNICIPIO DE VILLA DE REYES,Municipal,Municipal,,San Luis Potosí
2907,MUNICIPIO DE VILLA HIDALGO,Municipal,Municipal,,San Luis Potosí
2908,MUNICIPIO DE VILLA JUáREZ,Municipal,Municipal,,San Luis Potosí
2909,MUNICIPIO DE AXTLA DE TERRAZAS,Municipal,Municipal,,San Luis Potosí
2910,MUNICIPIO DE XILITLA,Municipal,Municipal,,San Luis Potosí
2911,MUNICIPIO DE VILLA DE ZARAGOZA,Municipal,Municipal,,San Luis Potosí
2912,MUNICIPIO DE VILLA DE ARISTA,Municipal,Municipal,,San Luis Potosí
2913,MUNICIPIO DE MATLAPA,Municipal,Municipal,,San Luis Potosí
2914,MUNICIPIO DE EL NARANJO,Municipal,Municipal,,San Luis Potosí
2915,MUNICIPIO DE VILLA DE POZOS,Municipal,Municipal,,San Luis Potosí
2916,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE SINALOA,Estatal,Autonomo,true,Sinaloa
2917,CONTRALORIA INTERNA DEL INSTITUTO ELECTORAL DEL ESTADO DE SINALOA,Estatal,Autonomo,true,Sinaloa
2918,COORDINACION GENERAL PARA EL FOMENTO A LA INVESTIGACION CIENTIFICA E INNOVACION DEL ESTADO DE SINALOA,Estatal,Ejecutivo,false,Sinaloa
2919,HOSPITAL CIVIL DE CULIACAN,Estatal,Ejecutivo,false,Sinaloa
2920,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DE LA EDUCACION DEL ESTADO,Estatal,Ejecutivo,false,Sinaloa
2921,INSTITUTO SINALOENSE DE LA CULTURA FISICA Y EL DEPORTE,Estatal,Ejecutivo,false,Sinaloa
2922,INSTITUTO SINALOENSE DE LA INFRAESTRUCTURA FISICA EDUCATIVA,Estatal,Ejecutivo,false,Sinaloa
2923,AUDITORIA SUPERIOR DEL ESTADO DE SINALOA,Estatal,Legislativo,true,Sinaloa
2924,COMISION ESTATAL DE LOS DERECHOS HUMANOS SINALOA,Estatal,Autonomo,true,Sinaloa
2925,COMISION ESTATAL PARA EL ACCESO A LA INFORMACION PUBLICA,Estatal,Autonomo,false,Sinaloa
2926,FISCALIA GENERAL DEL ESTADO DE SINALOA,Estatal,Autonomo,true,Sinaloa
2927,HONORABLE CONGRESO DEL ESTADO DE SINALOA,Estatal,Legislativo,true,Sinaloa
2928,INSTITUTO PARA LA PROTECCION DE PERSONAS DEFENSORAS DE DERECHOS HUMANOS Y PERIODISTAS,Estatal,Ejecutivo,false,Sinaloa
2929,SECRETARIA DE TRANSPARENCIA Y RENDICION DE CUENTAS,Estatal,Ejecutivo,false,Sinaloa
2930,MUNICIPIO DE LOS MOCHIS,Municipal,Municipal,,Sinaloa
2931,MUNICIPIO DE ANGOSTURA,Municipal,Municipal,,Sinaloa
2932,MUNICIPIO DE BADIRAGUATO,Municipal,Municipal,,Sinaloa
2933,MUNICIPIO DE HEROICA CIUDAD CONCORDIA,Municipal,Municipal,,Sinaloa
2934,MUNICIPIO DE COSALá,Municipal,Municipal,,Sinaloa
2935,MUNICIPIO DE CULIACáN ROSALES,Municipal,Municipal,,Sinaloa
2936,MUNICIPIO DE CHOIX,Municipal,Municipal,,Sinaloa
2937,MUNICIPIO DE LA CRUZ,Municipal,Municipal,,Sinaloa
2938,MUNICIPIO DE ESCUINAPA DE HIDALGO,Municipal,Municipal,,Sinaloa
2939,MUNICIPIO DE EL FUERTE,Municipal,Municipal,,Sinaloa
2940,MUNICIPIO DE GUASAVE,Municipal,Municipal,,Sinaloa
2941,MUNICIPIO DE MAZATLáN,Municipal,Municipal,,Sinaloa
2942,MUNICIPIO DE MOCORITO,Municipal,Municipal,,Sinaloa
2943,MUNICIPIO DE EL ROSARIO,Municipal,Municipal,,Sinaloa
2944,MUNICIPIO DE GUAMúCHIL,Municipal,Municipal,,Sinaloa
2945,MUNICIPIO DE SAN IGNACIO,Municipal,Municipal,,Sinaloa
2946,MUNICIPIO DE SINALOA DE LEYVA,Municipal,Municipal,,Sinaloa
2947,MUNICIPIO DE NAVOLATO,Municipal,Municipal,,Sinaloa
2948,MUNICIPIO DE ELDORADO,Municipal,Municipal,,Sinaloa
2949,MUNICIPIO DE JUAN JOSé RíOS,Municipal,Municipal,,Sinaloa
2950,TRIBUNAL DE JUSTICIA ADMINISTRATIVA DEL ESTADO DE SONORA,Estatal,Autonomo,false,Sonora
2951,CONTRALORIA DEL COLEGIO DE SONORA,Estatal,Autonomo,false,Sonora
2952,CONTRALORIA INTERNA DEL CONGRESO DEL ESTADO DE SONORA,Estatal,Legislativo,false,Sonora
2953,CONTRALORIA INTERNA DEL INSTITUTO TECNOLOGICO DE SONORA,Estatal,Ejecutivo,false,Sonora
2954,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2955,COMISION ESTATAL DE PROTECCION CIVIL,Estatal,Ejecutivo,false,Sonora
2956,CENTRO REGIONAL DE FORMACION PROFESIONAL DOCENTE DE SONORA,Estatal,Ejecutivo,false,Sonora
2957,COLEGIO DE BACHILLERES DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2958,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2959,COMISION DE ECOLOGIA Y DESARROLLO SUSTENTABLE DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2960,COMISION DEL DEPORTE DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2961,COMISION ESTATAL DEL AGUA,Estatal,Ejecutivo,false,Sonora
2962,COMISION ESTATAL PARA EL DESARROLLO DE LOS PUEBLOS Y COMUNIDADES INDIGENAS,Estatal,Ejecutivo,false,Sonora
2963,CONSEJO ESTATAL DE CONCERTACION DE OBRA PUBLICA,Estatal,Ejecutivo,false,Sonora
2964,FONDO DE OPERACION DE OBRAS SONORA SI,Estatal,Ejecutivo,false,Sonora
2965,INSTITUTO DE CAPACITACION PARA EL TRABAJO DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2966,INSTITUTO SONORENSE DE CULTURA,Estatal,Ejecutivo,false,Sonora
2967,INSTITUTO SONORENSE DE EDUCACION PARA LOS ADULTOS,Estatal,Ejecutivo,false,Sonora
2968,INSTITUTO SONORENSE DE INFRAESTRUCTURA EDUCATIVA,Estatal,Ejecutivo,false,Sonora
2969,INSTITUTO TECNOLOGICO SUPERIOR DE CAJEME,Estatal,Ejecutivo,false,Sonora
2970,INSTITUTO TECNOLOGICO SUPERIOR DE CANANEA,Estatal,Ejecutivo,false,Sonora
2971,INSTITUTO TECNOLOGICO SUPERIOR DE PUERTO PENASCO,Estatal,Ejecutivo,false,Sonora
2972,COMISION DE VIVIENDA DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2973,COMISION ESTATAL DE DERECHOS HUMANOS,Estatal,Autonomo,false,Sonora
2974,FISCALIA GENERAL DE JUSTICIA DEL ESTADO DE SONORA,Estatal,Autonomo,false,Sonora
2975,SECRETARIA DE EDUCACION Y CULTURA,Estatal,Ejecutivo,false,Sonora
2976,SECRETARIA DE LA CONSEJERIA JURIDICA,Estatal,Ejecutivo,false,Sonora
2977,SECRETARIA DE LA CONTRALORIA GENERAL DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2978,OFICINA DEL EJECUTIVO ESTATAL,Estatal,Ejecutivo,false,Sonora
2979,OPERADORA DE PROYECTOS ESTRATEGICO DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2980,PROCURADURIA AMBIENTAL DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2981,RADIO SONORA,Estatal,Ejecutivo,false,Sonora
2982,SECRETARIA DE AGRICULTURA GANADERIA RECURSOS HIDRAULICOS PESCA Y ACUACULTURA,Estatal,Ejecutivo,false,Sonora
2983,SECRETARIA DE DESARROLLO SOCIAL DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2984,SECRETARIA DE ECONOMIA,Estatal,Ejecutivo,false,Sonora
2985,SECRETARIA DE GOBIERNO,Estatal,Ejecutivo,false,Sonora
2986,SECRETARIA DE HACIENDA,Estatal,Ejecutivo,false,Sonora
2987,SECRETARIA DE INFRAESTRUCTURA Y DESARROLLO URBANO,Estatal,Ejecutivo,false,Sonora
2988,SECRETARIA DE SALUD PUBLICA,Estatal,Ejecutivo,false,Sonora
2989,SECRETARIA DE SEGURIDAD PUBLICA,Estatal,Ejecutivo,false,Sonora
2990,SECRETARIA DE TURISMO,Estatal,Ejecutivo,false,Sonora
2991,SECRETARIA DEL TRABAJO,Estatal,Ejecutivo,false,Sonora
2992,SERVICIOS DE SALUD DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2993,SERVICIOS EDUCATIVOS DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2994,SISTEMA ESTATAL DE TELEVISION SONORENSE,Estatal,Ejecutivo,false,Sonora
2995,SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2996,TELEVISORA DE HERMOSILLO,Estatal,Ejecutivo,false,Sonora
2997,FONDO ESTATAL DE SOLIDARIDAD,Estatal,Ejecutivo,false,Sonora
2998,INSTITUTO DE ACUACULTURA DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
2999,INSTITUTO DE BECAS Y CREDITO EDUCATIVO DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
3000,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE TRABAJADORES DEL ESTADO DE SONORA,Estatal,Ejecutivo,false,Sonora
3001,INSTITUTO ESTATAL ELECTORAL Y DE PARTICIPACION CIUDADANA,Estatal,Autonomo,false,Sonora
3002,INSTITUTO SONORENSE DE LA JUVENTUD,Estatal,Ejecutivo,false,Sonora
3003,INSTITUTO SONORENSE DE LAS MUJERES,Estatal,Ejecutivo,false,Sonora
3004,INSTITUTO SONORENSE DE TRANSPARENCIA ACCESO A LA INFORMACION PUBLICA Y PROTECCION DE DATOS PERSONALES,Estatal,Ejecutivo,false,Sonora
3005,INSTITUTO SUPERIOR DE AUDITORIA Y FISCALIZACION,Estatal,Autonomo,false,Sonora
3006,TRIBUNAL ESTATAL ELECTORAL,Estatal,Autonomo,false,Sonora
3007,FINANCIERA PARA EL DESARROLLO ECONOMICO DE SONORA,Estatal,Ejecutivo,false,Sonora
3008,MUNICIPIO DE ACONCHI,Municipal,Municipal,,Sonora
3009,MUNICIPIO DE AGUA PRIETA,Municipal,Municipal,,Sonora
3010,MUNICIPIO DE ÁLAMOS,Municipal,Municipal,,Sonora
3011,MUNICIPIO DE ALTAR,Municipal,Municipal,,Sonora
3012,MUNICIPIO DE ARIVECHI,Municipal,Municipal,,Sonora
3013,MUNICIPIO DE ARIZPE,Municipal,Municipal,,Sonora
3014,MUNICIPIO DE ATIL,Municipal,Municipal,,Sonora
3015,MUNICIPIO DE BACADéHUACHI,Municipal,Municipal,,Sonora
3016,MUNICIPIO DE BACANORA,Municipal,Municipal,,Sonora
3017,MUNICIPIO DE BACERAC,Municipal,Municipal,,Sonora
3018,MUNICIPIO DE BACOACHI,Municipal,Municipal,,Sonora
3019,MUNICIPIO DE BáCUM,Municipal,Municipal,,Sonora
3020,MUNICIPIO DE BANáMICHI,Municipal,Municipal,,Sonora
3021,MUNICIPIO DE BAVIáCORA,Municipal,Municipal,,Sonora
3022,MUNICIPIO DE BAVISPE,Municipal,Municipal,,Sonora
3023,MUNICIPIO DE BENJAMíN HILL,Municipal,Municipal,,Sonora
3024,MUNICIPIO DE HEROICA CABORCA,Municipal,Municipal,,Sonora
3025,MUNICIPIO DE CIUDAD OBREGóN,Municipal,Municipal,,Sonora
3026,MUNICIPIO DE HEROICA CIUDAD DE CANANEA,Municipal,Municipal,,Sonora
3027,MUNICIPIO DE CARBó,Municipal,Municipal,,Sonora
3028,MUNICIPIO DE LA COLORADA,Municipal,Municipal,,Sonora
3029,MUNICIPIO DE CUCURPE,Municipal,Municipal,,Sonora
3030,MUNICIPIO DE CUMPAS,Municipal,Municipal,,Sonora
3031,MUNICIPIO DE DIVISADEROS,Municipal,Municipal,,Sonora
3032,MUNICIPIO DE EMPALME,Municipal,Municipal,,Sonora
3033,MUNICIPIO DE ETCHOJOA,Municipal,Municipal,,Sonora
3034,MUNICIPIO DE FRONTERAS,Municipal,Municipal,,Sonora
3035,MUNICIPIO DE GRANADOS,Municipal,Municipal,,Sonora
3036,MUNICIPIO DE HEROICA GUAYMAS,Municipal,Municipal,,Sonora
3037,MUNICIPIO DE HERMOSILLO,Municipal,Municipal,,Sonora
3038,MUNICIPIO DE HUACHINERA,Municipal,Municipal,,Sonora
3039,MUNICIPIO DE HUáSABAS,Municipal,Municipal,,Sonora
3040,MUNICIPIO DE HUATABAMPO,Municipal,Municipal,,Sonora
3041,MUNICIPIO DE HUéPAC,Municipal,Municipal,,Sonora
3042,MUNICIPIO DE IMURIS,Municipal,Municipal,,Sonora
3043,MUNICIPIO DE MAGDALENA DE KINO,Municipal,Municipal,,Sonora
3044,MUNICIPIO DE MAZATáN,Municipal,Municipal,,Sonora
3045,MUNICIPIO DE MOCTEZUMA,Municipal,Municipal,,Sonora
3046,MUNICIPIO DE NACO,Municipal,Municipal,,Sonora
3047,MUNICIPIO DE NáCORI CHICO,Municipal,Municipal,,Sonora
3048,MUNICIPIO DE NACOZARI DE GARCíA,Municipal,Municipal,,Sonora
3049,MUNICIPIO DE NAVOJOA,Municipal,Municipal,,Sonora
3050,MUNICIPIO DE HEROICA NOGALES,Municipal,Municipal,,Sonora
3051,MUNICIPIO DE ÓNAVAS,Municipal,Municipal,,Sonora
3052,MUNICIPIO DE OPODEPE,Municipal,Municipal,,Sonora
3053,MUNICIPIO DE OQUITOA,Municipal,Municipal,,Sonora
3054,MUNICIPIO DE PITIQUITO,Municipal,Municipal,,Sonora
3055,MUNICIPIO DE PUERTO PEñASCO,Municipal,Municipal,,Sonora
3056,MUNICIPIO DE QUIRIEGO,Municipal,Municipal,,Sonora
3057,MUNICIPIO DE RAYóN,Municipal,Municipal,,Sonora
3058,MUNICIPIO DE ROSARIO,Municipal,Municipal,,Sonora
3059,MUNICIPIO DE SAHUARIPA,Municipal,Municipal,,Sonora
3060,MUNICIPIO DE SAN FELIPE DE JESúS,Municipal,Municipal,,Sonora
3061,MUNICIPIO DE SAN JAVIER,Municipal,Municipal,,Sonora
3062,MUNICIPIO DE SAN LUIS RíO COLORADO,Municipal,Municipal,,Sonora
3063,MUNICIPIO DE SAN MIGUEL DE HORCASITAS,Municipal,Municipal,,Sonora
3064,MUNICIPIO DE SAN PEDRO DE LA CUEVA,Municipal,Municipal,,Sonora
3065,MUNICIPIO DE SANTA ANA,Municipal,Municipal,,Sonora
3066,MUNICIPIO DE SANTA CRUZ,Municipal,Municipal,,Sonora
3067,MUNICIPIO DE SáRIC,Municipal,Municipal,,Sonora
3068,MUNICIPIO DE SOYOPA,Municipal,Municipal,,Sonora
3069,MUNICIPIO DE SUAQUI GRANDE,Municipal,Municipal,,Sonora
3070,MUNICIPIO DE TEPACHE,Municipal,Municipal,,Sonora
3071,MUNICIPIO DE TRINCHERAS,Municipal,Municipal,,Sonora
3072,MUNICIPIO DE TUBUTAMA,Municipal,Municipal,,Sonora
3073,MUNICIPIO DE HEROICA CIUDAD DE URES,Municipal,Municipal,,Sonora
3074,MUNICIPIO DE VILLA HIDALGO,Municipal,Municipal,,Sonora
3075,MUNICIPIO DE VILLA PESQUEIRA (MáTAPE),Municipal,Municipal,,Sonora
3076,MUNICIPIO DE YéCORA,Municipal,Municipal,,Sonora
3077,MUNICIPIO DE SONOYTA,Municipal,Municipal,,Sonora
3078,MUNICIPIO DE VILLA JUáREZ,Municipal,Municipal,,Sonora
3079,MUNICIPIO DE SAN IGNACIO RíO MUERTO,Municipal,Municipal,,Sonora
3080,TRIBUNAL DE JUSTICIA ADMINISTRATIVA,Estatal,Autonomo,true,Tabasco
3081,ADMINISTRACION PORTUARIA INTEGRAL,Estatal,Ejecutivo,true,Tabasco
3082,CENTRAL DE ABASTO DE VILLAHERMOSA,Estatal,Ejecutivo,true,Tabasco
3083,CENTRAL DE MAQUINARIA DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3084,CENTRO DE CONCILIACION LABORAL DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3085,CENTRO DE INTERPRETACION Y CONVIVENCIA CON LA NATURALEZA,Estatal,Ejecutivo,true,Tabasco
3086,CENTRO DEL CAMBIO GLOBAL Y LA SUSTENTABILIDAD A.C.,Estatal,Ejecutivo,true,Tabasco
3087,COLEGIO DE BACHILLERES DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3088,COLEGIO DE EDUCACION PROFESIONAL TECNICA DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3089,COLEGIO DE ESTUDIOS CIENTIFICOS Y TECNOLOGICOS DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3090,COMISION DE RADIO Y TELEVISION DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3091,COMISION EJECUTIVA ESTATAL DE ATENCION A VICTIMAS,Estatal,Ejecutivo,true,Tabasco
3092,COMISION ESTATAL DE AGUA Y SANEAMIENTO,Estatal,Ejecutivo,true,Tabasco
3093,COMISION ESTATAL DE BUSQUEDA DE PERSONAS,Estatal,Ejecutivo,true,Tabasco
3094,COMISION ESTATAL DE CONCILIACION Y ARBITRAJE MEDICO,Estatal,Ejecutivo,true,Tabasco
3095,COMISION ESTATAL DE DERECHOS HUMANOS,Estatal,Autonomo,true,Tabasco
3096,COMISION ESTATAL FORESTAL,Estatal,Ejecutivo,true,Tabasco
3097,CONSEJO DE CIENCIA Y TECNOLOGIA DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3098,COORDINACION ESTATAL PARA LA REGULARIZACION DE LA TENENCIA DE LA TIERRA,Estatal,Ejecutivo,true,Tabasco
3099,COORDINACION GENERAL DE ASUNTOS JURIDICOS,Estatal,Ejecutivo,true,Tabasco
3100,COORDINACION GENERAL EJECUTIVA DE LA GUBERNATURA,Estatal,Ejecutivo,true,Tabasco
3101,ESPECTACULOS DEPORTIVOS DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3102,FISCALIA GENERAL DEL ESTADO DE TABASCO,Estatal,Autonomo,true,Tabasco
3103,GUBERNATURA,Estatal,Ejecutivo,true,Tabasco
3104,H. CONGRESO DEL ESTADO DE TABASCO,Estatal,Legislativo,true,Tabasco
3105,INSTITUTO DE BENEFICENCIA PUBLICA DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3106,INSTITUTO DE EDUCACION PARA ADULTOS DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3107,INSTITUTO DE FORMACION PARA EL TRABAJO DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3108,INSTITUTO DE LA DEFENSORIA PUBLICA DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3109,INSTITUTO DE LA JUVENTUD Y EL DEPORTE DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3110,INSTITUTO DE PROTECCION CIVIL DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3111,INSTITUTO DE SEGURIDAD SOCIAL DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3112,INSTITUTO DE VIVIENDA DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3113,INSTITUTO ELECTORAL Y DE PARTICIPACION CIUDADANA DE TABASCO,Estatal,Autonomo,true,Tabasco
3114,INSTITUTO ESTATAL DE LAS MUJERES,Estatal,Ejecutivo,true,Tabasco
3115,INSTITUTO PARA EL FOMENTO DE LAS ARTESANIAS DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3116,INSTITUTO TABASQUEÑO DE LA INFRAESTRUCTURA FISICA EDUCATIVA,Estatal,Ejecutivo,true,Tabasco
3117,INSTITUTO TABASQUEÑO DE TRANSPARENCIA Y ACCESO A LA INFORMACION PUBLICA,Estatal,Autonomo,true,Tabasco
3118,INSTITUTO TECNOLOGICO SUPERIOR DE CENTLA,Estatal,Ejecutivo,true,Tabasco
3119,INSTITUTO TECNOLOGICO SUPERIOR DE COMALCALCO,Estatal,Ejecutivo,true,Tabasco
3120,INSTITUTO TECNOLOGICO SUPERIOR DE LA REGION SIERRA,Estatal,Ejecutivo,true,Tabasco
3121,INSTITUTO TECNOLOGICO SUPERIOR DE LOS RIOS,Estatal,Ejecutivo,true,Tabasco
3122,INSTITUTO TECNOLOGICO SUPERIOR DE MACUSPANA,Estatal,Ejecutivo,true,Tabasco
3123,INSTITUTO TECNOLOGICO SUPERIOR DE VILLA LA VENTA HUIMANGUILLO,Estatal,Ejecutivo,true,Tabasco
3124,JUNTA ESTATAL DE CAMINOS,Estatal,Ejecutivo,true,Tabasco
3125,MOVILIDAD INTEGRAL DE TABASCO,Estatal,Ejecutivo,true,Tabasco
3126,MUSEO INTERACTIVO PAPAGAYO,Estatal,Ejecutivo,true,Tabasco
3127,ORGANO SUPERIOR DE FISCALIZACION DEL ESTADO,Estatal,Legislativo,true,Tabasco
3128,SECRETARIA DE ADMINISTRACION E INNOVACION GUBERNAMENTAL,Estatal,Ejecutivo,true,Tabasco
3129,SECRETARIA DE BIENESTAR SUSTENTABILIDAD Y CAMBIO CLIMATICO,Estatal,Ejecutivo,true,Tabasco
3130,SECRETARIA DE CULTURA,Estatal,Ejecutivo,true,Tabasco
3131,SECRETARIA DE DESARROLLO AGROPECUARIO FORESTAL Y PESCA,Estatal,Ejecutivo,true,Tabasco
3132,SECRETARIA DE EDUCACION,Estatal,Ejecutivo,true,Tabasco
3133,SECRETARIA DE FINANZAS,Estatal,Ejecutivo,true,Tabasco
3134,SECRETARIA DE GOBIERNO,Estatal,Ejecutivo,true,Tabasco
3135,SECRETARIA DE LA FUNCION PUBLICA,Estatal,Ejecutivo,true,Tabasco
3136,SECRETARIA DE MOVILIDAD,Estatal,Ejecutivo,true,Tabasco
3137,SECRETARIA DE ORDENAMIENTO TERRITORIAL Y OBRAS PUBLICAS,Estatal,Ejecutivo,true,Tabasco
3138,SECRETARIA DE SALUD,Estatal,Ejecutivo,true,Tabasco
3139,SECRETARIA DE SEGURIDAD Y PROTECCION CIUDADANA,Estatal,Ejecutivo,true,Tabasco
3140,SECRETARIA DE TURISMO,Estatal,Ejecutivo,true,Tabasco
3141,SECRETARIA EJECUTIVA DEL SISTEMA ESTATAL ANTICORRUPCION,Estatal,Ejecutivo,true,Tabasco
3142,SECRETARIA PARA EL DESARROLLO ECONOMICO Y LA COMPETITIVIDAD,Estatal,Ejecutivo,true,Tabasco
3143,SECRETARIA PARA EL DESARROLLO ENERGETICO,Estatal,Ejecutivo,true,Tabasco
3144,SECRETARIADO EJECUTIVO DEL SISTEMA ESTATAL DE SEGURIDAD PUBLICA,Estatal,Ejecutivo,true,Tabasco
3145,SERVICIO ESTATAL DE ADMINISTRACION DE BIENES ASEGURADOS ABANDONADOS O DECOMISADOS DEL ESTADO DE TABASCO,Estatal,Ejecutivo,true,Tabasco
